"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","ttmDividendRate","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","dividendYield","nextEarningsDate","exDividendDate","peRatio","beta","nextDividendDate"
"83","DCIX",-0.133761,2.48,0.5571,34253688,137,0.9434,0.925,20893588.54,158870,164326.3,-0.7122,NA,"Performance Shipping, Inc.",36278000,-0.999998,-0.999994,-0.999612,-0.133761,0.276118,0.049111,-0.025493,0.049111,0.110824,-0.03159,NA,NA,NA,-1.33,1.07873823739779,NA
"84","PFMT",-0.348315,2.86,1,62243280,1892,1.66,1.19,36507239.802,3819.9,4911.03,-0.5248,NA,"Performant Financial Corp.",53658000,-0.829245,-0.793143,-0.195556,-0.348315,-0.389474,-0.428571,-0.02521,-0.016949,0.008696,0,NA,"2019-11-11",NA,-2.21,0.639766779328146,NA
"85","PERI",0.496774,7.06,2.47,120686400,NA,3.47,5.07,15856762.41,496770.8,566618.33,0.3596,NA,"Perion Network Ltd.",26010000,-0.882883,-0.904167,-0.331096,0.496774,0.715342,0.611111,0.62807,-0.2576,0.045045,-0.121212,NA,"2019-11-07",NA,12.9,0.964067298010065,NA
"86","PESI",-0.152174,4.8,1.9,47073000,258,3.6,3.8,11265184.47,5407.7,9130.17,-0.2136,NA,"Perma-Fix Environmental Services, Inc.",12070000,-0.570215,0.007026,0.323077,-0.152174,0.51751,0.098592,-0.020101,-0.025,0.077348,0.026316,NA,NA,NA,-18.26,0.189917701805219,NA
"87","PPIH",-0.025,9.5,7.87,72047040,701,8.8,8.6,7133476.224,51140.1,22146.7,0.3859,NA,"Perma-Pipe International Holdings, Inc.",8032000,4.2,-0.171509,0.133333,-0.025,0.020478,-0.002336,-0.016976,0.061538,0.057783,-0.028169,NA,NA,NA,23.24,0.0467095120441092,NA
"88","PSNL",-0.429975,31.88,14.25,505534960,139,20.47,19.16,16303004.396,296656,307768.9,NA,NA,"Personalis, Inc.",31129000,NA,NA,NA,-0.429975,-0.429975,-0.429975,-0.429975,-0.148401,0.10929,0.060745,NA,"2019-11-27",NA,NA,0.612181132431025,NA
"89","PETQ",-0.357262,43.93,21.29,768990560,1452,29.74,32.41,20945948.085,430782.2,458770.4,0.2123,NA,"PetIQ, Inc.",22977000,0.201973,0.201973,0.201973,-0.357262,0.139966,-0.03463,-0.124352,-0.171315,-0.153413,-0.023827,NA,"2019-11-11",NA,127.37,1.32946505982969,NA
"90","PETS",-0.507596,37.52,15,366176250,199,20.05,16.37,19287057.9,727247.1,700448.53,1.4973,1.08,"PetMed Express, Inc.",20175000,7.387234,0.542254,-0.351218,-0.507596,-0.220361,-0.138994,0.030664,0.077791,0.140792,0.038924,0.059504132231405,"2019-10-28","2019-08-01",12.12,0.671782295531627,NA
"91","PFSW",-0.635572,8.43,2.03,56935760,2300,4.64,3.1,14160117.832,57821.4,56722.8,0.0253,NA,"PFSweb, Inc.",19432000,1.468085,-0.397403,-0.378016,-0.635572,-0.476786,-0.539308,-0.208108,0.195918,-0.216578,0.097378,NA,"2019-11-11",NA,115.81,0.636752314518156,NA
"92","PGTI",-0.206467,24.16,13.3,1006507480,3000,15.68,15.39,56303372.268,388960.3,374613.53,0.8772,NA,"PGT Innovations, Inc.",58586000,0.023226,0.589178,0.294694,-0.206467,0.078468,0.199721,0.090102,0.216714,0.193056,0.061805,NA,"2019-10-31",NA,19.59,0.977910573031143,NA
"93","PHAS",0.002,16.65,2.55,143781990,24,7.77,8.21,13838973.489,276561,162407.03,-1.2187,NA,"PhaseBio Pharmaceuticals, Inc.",28699000,1.668,1.668,1.668,0.002,0.598086,-0.195827,-0.591687,-0.330214,-0.319293,-0.036538,NA,"2019-11-27",NA,-4.11,0.519506538988797,NA
"94","PAHC",-0.490196,44.99,20,894034151,1600,30.63,28.15,20212528.64,289804.2,281694.6,1.3538,0.46,"Phibro Animal Health Corp.",20288000,1.167647,1.05064,0.234506,-0.490196,-0.307427,-0.310882,-0.236087,-0.307644,-0.27541,0.059952,0.020814479638009,"2019-11-05","2019-09-03",16.32,0.626947506125777,NA
"95","PHIO",-0.74041,2.19,0.27,8104670,9,0.3883,0.3605,24448208.304,106621.8,109580.73,-0.6304,NA,"Phio Pharmaceuticals Corp.",25591000,-0.998818,-0.998479,-0.916197,-0.74041,-0.094626,-0.293868,-0.202267,-0.095143,-0.187949,0.005078,NA,"2019-11-11",NA,-0.5,0.752161071967046,NA
"96","PHIOW",-0.951613,1.21,0.01,1233486,NA,0.3052,0.0384,NA,3242.2,12816.9,NA,NA,"Phio Pharmaceuticals Corp.",0,-0.983333333333333,-0.983333333333333,-0.981818181818182,-0.951612903225806,2,-0.944444444444444,-0.8,-0.4,0,0.5,NA,NA,NA,NA,-1.37799095754674,NA
"97","PLAB",0.146875,11.58,7.95,739838970,1575,9.49,9.5,65625934.14,603590.1,505889.73,0.4867,NA,"Photronics, Inc.",67197000,-0.200168,0.091429,-0.147321,0.146875,0.125767,0.183871,0.359259,0.18133,0.242664,0.008242,NA,"2019-11-25",NA,22.62,1.10728347571774,NA
"98","PHUN",-0.83619,550,1.11,67023240,148,29.49,1.69,25998977.235,650876.5,914667.8,-0.8218,NA,"Phunware, Inc.",38967000,-0.225709,-0.225709,-0.249264,-0.83619,-0.879383,-0.965843,-0.561224,0.445378,0.154362,-0.022727,NA,NA,NA,-2.09,2.27375875485564,NA
"99","PHUNW",0.039216,0.99,0.1,12469440,NA,0.2665,0.3122,NA,165335.6,297703.4,NA,NA,"Phunware, Inc.",0,1.65,1.65,0.558823529411765,0.0392156862745098,0.766666666666667,1.65,1.20833333333333,0.127659574468085,2.53333333333333,0.0816326530612246,NA,NA,NA,NA,0.0185458360768923,NA
"100","PICO",-0.154656,12.63,8.85,209332440,17,10.42,10.16,19834509.353,59731.4,65566,0.0506,NA,"PICO Holdings, Inc.",20051000,-0.096244,-0.483221,-0.31454,-0.154656,0.118971,-0.003817,-0.046575,0.037773,0.060976,0.028571,NA,NA,"2017-11-03",206.32,0.681228744720087,NA
"101","PLL",-0.356948,14,5.76,NA,NA,9.24,9.16,NA,4239.9,4493.73,-1.7338,NA,"Piedmont Lithium Ltd.",NA,-0.444737,-0.444737,-0.444737,-0.357287,0.154976,-0.081712,-0.384348,-0.207602,-0.2625,-0.007013,NA,NA,"2015-04-23",-4.08,0.526832966164945,NA
"102","PIRS",0.074803,6.04,2.39,269685780,107,3.72,4.85,48157730.463,650259,495388.33,-0.7719,NA,"Pieris Pharmaceuticals, Inc.",49393000,0.174545,0.174545,-0.052786,0.074803,0.869863,0.634731,0.255172,0.1375,0.081188,0.026316,NA,"2019-11-06",NA,-7.07,1.17174974154533,NA
"103","PPC",0.625131,32.71,14.83,7706110280,52100,23.74,28.79,52807423.328,1186824.5,983839.03,1.1074,NA,"Pilgrim's Pride Corp.",249308000,2.510379,0.209508,0.161616,0.625131,1.008447,0.480364,0.222222,0.060741,0.075879,-0.00097,NA,"2019-10-30","2016-05-06",27.91,0.687977842089486,NA
"104","PDD",0.425698,36.89,16.53,NA,3683,24.33,25.93,635850355.290792,6305335.2,8670631.07,-0.831,NA,"Pinduoduo, Inc.",NA,-0.110861,-0.110861,-0.110861,0.425698,0.56371,0.344561,0.686741,0.358232,0.566531,-0.003443,NA,"2019-11-19",NA,-41.79,1.33447095454382,NA
"105","PME",NA,2.96,1.71,179454970,NA,2.3,2.41,33652629.291358,19259.3,16144.13,0.1552,0.01,"Pingtan Marine Enterprise, Ltd.",79055053,-0.765016,-0.332315,-0.488532,0,0.031818,0.08779,0,0.008889,-0.120155,0.050926,0.00440528634361234,NA,"2018-07-30",14.63,0.573257701408871,NA
"106","PNFP",-0.092038,64.85,43.23,4387689000,2297,55.11,55.73,71832209.4,515372.2,420713.93,4.9938,0.62,"Pinnacle Financial Partners, Inc.",76950000,7.807435,0.735423,-0.075254,-0.092038,0.225183,-0.035847,0.035409,0.049126,0.046431,0.02554,0.0108733777621887,"2019-10-21","2019-08-01",11.42,0.988802540559283,NA
"107","PT",-0.773419,15.1,2.33,NA,362,7.66,3.34,NA,180117.2,230358.4,-0.2727,NA,"Pintec Technology Holdings Ltd.",NA,8.271323,8.271323,-0.510008,-0.773419,-0.718408,-0.761204,-0.356818,-0.213889,-0.167647,-0.013937,NA,NA,NA,-10.38,-0.13316602583253,NA
"108","PBFS",-0.082034,15.19,13.27,351742120,NA,14.26,14.26,11460272.634,172015.8,97372.23,NA,NA,"Pioneer Bancorp, Inc. (New York)",25978000,NA,NA,NA,-0.082034,-0.082034,-0.082034,-0.082034,-0.034925,-0.035956,-0.098535,NA,NA,NA,NA,0.28462702627477,NA
"109","PPSI",0.198,6.76,4.52,52268740,365,5.27,5.55,3327249.978,14256.4,13025.87,-0.306,NA,"Pioneer Power Solutions, Inc.",8726000,99.8,-0.468354,-0.242105,0.198,0.089091,0.215503,0.212551,0.13389,0.12649,0.005034,NA,"2019-11-12","2019-09-13",-19.58,0.236499764464119,NA
"110","PXLW",-0.173077,5.01,2.6,146796840,215,3.49,3.26,32034939.552,257258.2,259397.5,-0.104,NA,"Pixelworks, Inc.",37932000,-0.791813,-0.268994,-0.351548,-0.173077,0.194444,-0.06068,0.320819,0.194444,0.158683,0.054496,NA,"2019-10-31",NA,-37.21,0.943195345275807,NA
"111","PLYA",-0.15762,10.03,5.98,1048914390,NA,7.71,7.6,83280813.095,211412.2,403556.53,0.1866,NA,"Playa Hotels & Resorts NV",129977000,-0.206055,-0.206055,-0.227186,-0.15762,0.154506,0,-0.014652,0.049415,0.161151,-0.019441,NA,"2019-11-04",NA,43.25,0.454281572265242,NA
"112","PLXS",0.041763,66.97,47.63,1855244160,18000,57.63,58.63,28581711.158,141546.2,126714.27,4.6111,NA,"Plexus Corp.",29281000,5.586393,0.461538,0.195882,0.041763,0.224584,0.035294,0.196375,0.098855,0.096383,0.006193,NA,"2019-10-25",NA,13.74,1.08204176139426,NA
"113","PLUG",0.508197,2.86,0.9892,698164080,685,2.07,2.24,249264054.326,4062686.3,3101914.3,-0.3827,NA,"Plug Power, Inc.",252958000,-0.94846,-0.364557,0.110619,0.508197,1.075188,0.15,0.15,0.237668,0.295775,0.126531,NA,"2019-11-11",NA,-7.21,1.42713446257834,NA
"114","PLBC",-0.149194,27.9,20.51,108876000,174,23.91,23.36,4122597.48,3226.4,2971.17,2.8989,0.41,"Plumas Bancorp",5160000,1.142851,2.846154,0.322751,-0.149194,-0.070894,-0.129897,-0.123026,-0.107445,-0.14053,0,0.0194312796208531,NA,"2019-04-30",7.28,0.319316934962814,NA
"115","PS",-0.477794,36.65,14.84,2454306177,1100,27.69,21.57,81806991.15,2095389.9,2603834.8,-1.02,NA,"Pluralsight, Inc.",101235000,1.265333,1.265333,1.265333,-0.477794,-0.219599,-0.415025,-0.438462,0.112381,-0.006803,0.091589,NA,"2019-10-23",NA,-17.18,2.13954453745775,NA
"116","PSTI",-0.663566,13.5,3.24,67476584,165,7.38,4.6,14058963.9428,57079.8,69532.27,-2.8971,NA,"Pluristem Therapeutics, Inc.",15547600,-0.994158,-0.807727,-0.498667,-0.663566,-0.510821,-0.561129,-0.228719,0.055961,-0.086316,0.058537,NA,"2019-11-12",NA,-1.5,0.739221705087823,NA
"117","PSTV",0.094118,22.89,3.8,7319100,37,9.66,9.66,769641.141,128541.2,852967.43,-50.511,NA,"Plus Therapeutics, Inc.",787000,NA,NA,NA,0.094118,0.094118,0.094118,0.094118,0.033333,0.215686,-0.105769,NA,"2019-11-11",NA,-0.18,0.0977218717509436,NA
"118","PSTVZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plus Therapeutics, Inc.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","PLXP",0.007843,7.41,1,46486160,15,5.14,5.88,8833356.196,6363.4,5088.03,-3.8601,NA,"PLx Pharma, Inc.",9044000,-0.953704,-0.935259,-0.206107,0.007843,1.507317,-0.13468,0.040486,-0.124361,-0.082143,-0.013436,NA,"2019-11-07",NA,-1.33,0.460468080040911,NA
"120","PNTR",0.147287,16.15,11.11,121197200,724,14.34,14.83,6566644.454,13748.3,9416.83,0.6027,NA,"Pointer Telocation Ltd.",8189000,0.174615,0.960205,0.633155,0.147287,0.220115,-0.059123,-0.012016,0.025641,-0.022457,0.018933,NA,"2019-11-14",NA,24.56,0.375395941765912,NA
"121","PCOM",-0.120122,15.41,8.3,156308000,230,11.54,11.72,12268941.128,51645.8,44790.57,0.8461,NA,"Points International Ltd.",13592000,-0.711556,-0.407035,0.261419,-0.120122,0.172273,-0.121467,-0.045643,-0.051155,-0.109907,-0.001736,NA,"2019-11-06",NA,13.59,0.624941976582764,NA
"122","POLA",-0.348294,6.2,3.03,36819090,179,4.51,4,3522805.902,13534.5,31509.6,-0.0114,NA,"Polar Power, Inc.",10143000,-0.522222,-0.522222,-0.168279,-0.347397,-0.273,-0.283037,-0.134524,0.101515,-0.143638,0.018207,NA,"2019-11-11",NA,-318.42,0.610245905676383,NA
"123","PTE",-0.747259,23.06,3.4,113113500,156,9.78,4.63,11904214.525,325134.7,410974.83,-6.1841,NA,"PolarityTE, Inc.",25825000,-0.725714,-0.498135,-0.24277,-0.747259,-0.708389,-0.664368,-0.283142,-0.15444,0.023364,-0.047826,NA,NA,NA,-0.71,0.783419202428644,NA
"124","POOL",0.078009,204.96,136.83,7436670160,4000,172.63,192.11,38610003.392,243978.1,218547.9,6.256,1.9,"Pool Corp.",39922000,12.802936,2.182332,0.522858,0.078009,0.276765,0.172826,-0.006454,-0.060284,0.007355,-0.007988,0.0101996993772815,"2019-10-21","2019-08-14",29.78,0.776164734206109,NA
"125","POPE",-0.034247,73.25,62.49,307027500,62,68.43,69.97,2966713.1,1100.2,1160.3,1.4352,3.8,"Pope Resources LP",4355000,6.110526,-0.011704,-0.041844,-0.034247,0.105882,0.072896,0.029197,0.012713,0.016216,-0.013986,0.0539007092198582,NA,"2019-08-30",49.12,0.0544349793927038,NA
"126","BPOP",0.078979,58.99,44.22,5228602700,8474,53.56,54.11,94936058.159,465656.5,431149.33,5.897,1.1,"Popular, Inc.",96647000,-0.663853,0.92756,0.411623,0.078979,0.127553,-0.032719,0.030084,0.022684,0.010082,-0.015289,0.0203327171903882,"2019-10-25","2019-09-12",9.17,0.855649319162165,NA
"127","BPOPM",0.065103,27.5,23.62,NA,NA,25.4,26.53,NA,3251.5,3672.57,NA,NA,"Popular Capital Trust II",0,0.035327,0.192696,0.141144,0.065103,0.08843,0.057407,0.032132,-0.015327,-0.019805,-0.030905,NA,NA,NA,NA,0.0346708515273071,NA
"128","BPOPN",0.062277,31.96,24.83,NA,NA,26.67,27.62,NA,6316.9,7222.3,NA,NA,"Popular Capital Trust I",0,0.075438,0.195737,0.093105,0.06215,0.05641,0.010566,-0.001856,-0.04323,-0.031114,-0.028654,NA,NA,NA,NA,-0.021336676176618,NA
"129","KCAPL",-0.005962,25.6,23.71,934273560,NA,25.22,25.29,NA,5905.7,5191.5,NA,NA,"Portman Ridge Finance Corp.",0,0.008403,0.008403,0.008403,-0.005962,0.010505,-0.002696,-0.011779,-0.009113,-0.011505,-0.011462,NA,NA,NA,NA,0.0526204304354418,NA
"130","PTMN",-0.277946,3.8,2.1,89280840,13,2.94,2.33,34590983.592,99357.8,114707.53,-0.6046,0.3,"Portman Ridge Finance Corp.",37356000,-0.810214,-0.618987,-0.184282,-0.277946,-0.313218,-0.336111,-0.091255,0.091324,0.048246,0.03913,0.125523012552301,"2019-11-07","2019-08-09",-3.95,0.223961788296117,NA
"131","PTLA",0.096831,37.95,14.81,2378582850,324,28.3,28.01,74983087.179,1080499.2,1408311.5,-4.5463,NA,"Portola Pharmaceuticals, Inc.",76359000,1.427063,0.565347,-0.014473,0.096831,0.659563,-0.057489,0.148175,0.040067,0.224931,0.03972,NA,"2019-11-11",NA,-6.85,1.52730964124415,NA
"132","PPHI",-0.142143,14.5,10.8,43428160,NA,12.65,12.6,312068.032,220,96.47,NA,NA,"Positive Physicians Holdings, Inc.",3616000,-0.096429,-0.096429,-0.096429,-0.142143,-0.142143,-0.142143,0.081982,0,-0.046068,0,NA,NA,NA,NA,-0.15931069678332,NA
"133","PBPB",-0.613492,13.54,3.1,115750160,7000,6.93,4.47,22974006.192,231397.6,305343.13,-1.0966,NA,"Potbelly Corp.",23768000,-0.711732,-0.468544,-0.228696,-0.613492,-0.393524,-0.423669,-0.031809,0.047312,0.223618,0.029598,NA,"2019-11-11",NA,-4.44,0.677761160261875,NA
"134","PCH",-0.121391,48.65,28.07,2801026030,1471,36.77,38.2,64999928.776,368064.6,295545.9,1.3374,1.6,"PotlatchDeltic Corp.",67187000,1.0095,0.029193,-0.113782,-0.121391,0.355332,0.141879,0.10701,0.105836,0.146905,0.041209,0.0383785080355001,"2019-10-23","2019-09-12",31.17,0.920190763347198,NA
"135","POWL",0.10359,40.94,22.55,465803090,1985,32.41,36.92,8822613.58,102180.6,71813.87,0.4226,1.04,"Powell Industries, Inc.",11567000,1.16,-0.517626,-0.112155,0.10359,0.504858,0.365548,0.097275,0.064218,0.162193,0.092512,0.0258256766823938,"2019-12-02","2019-08-20",95.29,1.06229702154726,NA
"136","POWI",0.378512,102.38,47.35,2690825940,662,73.65,86.41,27896391.459,145309.2,135572.77,1.9996,0.66,"Power Integrations, Inc.",29331000,2.742857,0.585636,0.186415,0.378512,0.507642,0.28057,0.329565,0.038135,0.074742,0.005701,0.00719424460431655,"2019-10-24","2019-08-29",45.88,1.50278475791143,NA
"137","PBTS",-0.134241,7.85,2.87,39685100,299,4.12,3.6,2526282.122,42161.6,24748.97,0.1734,NA,"Powerbridge Technologies Co. Ltd.",8918000,-0.021401,-0.021401,-0.021401,-0.134241,-0.134241,-0.134241,0.225895,0.348485,0.271429,-0.043011,NA,NA,NA,25.66,0.270341502021388,NA
"138","PRAA",-0.088197,39.4,22.62,1596126350,5377,29.06,31.52,44228638.454,241463.5,253220.63,1.295,NA,"PRA Group, Inc.",45409000,2.760418,-0.490096,-0.127685,-0.088197,0.377351,0.279578,0.193954,0.038098,0.212905,0.019727,NA,"2019-11-07",NA,27.14,1.02803378712478,NA
"139","PRAH",-0.031322,121.98,82.12,6906335000,16400,99.6,98.6,65752867.75,859000.6,628526.27,2.4315,NA,"PRA Health Sciences, Inc.",65875000,3.767074,3.767074,0.407524,-0.031322,0.165536,-0.017524,0.086988,0.066857,0.097686,0.043807,NA,"2019-11-05",NA,43.12,1.4226120057296,NA
"140","PRPO",-0.561739,10.8,1.65,15354360,45,3.5,2.81,5916156.768,96944.6,101963,-7.5304,NA,"Precipio, Inc.",6093000,-0.999136,-0.995955,-0.954971,-0.561815,0.05,0.106719,-0.217391,-0.139932,-0.066667,0.028571,NA,"2019-11-25",NA,-0.33,0.989353518385801,NA
"141","DTIL",-0.446101,19,7.8,489095460,127,12.44,10.92,32134128.663,183621.3,134494.5,NA,NA,"Precision BioSciences, Inc.",50631000,-0.254587,-0.254587,-0.254587,-0.446101,-0.446101,-0.446101,-0.229665,-0.010246,-0.152632,0.202989,NA,"2019-11-27",NA,NA,-0.430805341477108,NA
"142","POAI",-0.475248,1.15,0.4011,16567270,24,0.7187,0.6133,28407897.869,55408.4,42777.67,-0.5943,NA,"Predictive Oncology, Inc.",31259000,NA,NA,NA,-0.475248,-0.184615,-0.363057,-0.171875,-0.102456,-0.116667,0.037995,NA,NA,NA,-0.89,0.723562166746601,NA
"143","PFBC",-0.095374,61.88,39.86,824194634,263,47.91,50.75,13844217.0321,62402.6,58985.33,4.9424,1.15,"Preferred Bank (California)",15325300,-0.113765,1.325,-0.087573,-0.095374,0.222829,0.104085,0.175005,0.056789,0.072811,0.034828,0.0213834139085162,"2019-10-17","2019-07-05",10.88,0.933296636238268,NA
"144","PLPC",-0.270148,81.08,45.12,284698000,2650,54.57,53.2,2415184.68,5147.2,5461,4.7791,0.8,"Preformed Line Products Co.",5030000,2.639286,-0.058921,0.041071,-0.270148,0.016523,0.048148,0.117473,0.156282,0.055576,0.107849,0.0141342756183746,NA,"2019-06-28",11.84,1.21766020422732,NA
"145","PFBI",-0.070544,19.1,14.07,252738180,363,15.79,15.49,11858135.688,31101.5,24336.77,1.5881,0.6,"Premier Financial Bancorp, Inc.",14643000,1.511083,0.606731,-0.007248,-0.070544,0.12443,0.110682,0.093097,0.120779,0.158389,0.113548,0.0347624565469293,NA,"2019-09-13",10.87,0.567515797305744,NA
"146","PINC",-0.163209,47.22,31.31,4640412097,2200,37.07,37.89,62105558.284,653874.5,545116.77,-1.582,NA,"Premier, Inc. (North Carolina)",63287000,0.134095,0.228269,0.03268,-0.163209,-0.024194,0.050043,-0.025242,-0.056408,-0.067797,0.039519,NA,"2019-11-11",NA,-22.95,0.608103266335288,NA
"147","PSDO",-0.026236,17.49,12.03,1327616640,2900,14.54,14.74,47341178.976,995611.5,1405399.8,0.41,0.16,"Presidio, Inc.",83184000,0.061754,0.061754,-0.049623,-0.026236,0.205438,0.040417,0.201807,-0.004988,0.227692,-0.001252,0.0100250626566416,"2019-11-05","2019-09-24",38.93,0.730009003187978,"2019-09-24"
"148","PRVL",-0.117647,16.9,7.41,408252000,33,11.44,11.06,28240764.058,73248.5,53267.87,NA,NA,"Prevail Therapeutics, Inc.",34021000,NA,NA,NA,-0.117647,-0.117647,-0.117647,-0.117647,0.098901,0.145038,0.273885,NA,"2019-11-27",NA,NA,0.645672399618471,NA
"149","PRGX",-0.393443,9.68,4.51,131018850,1600,7.58,5.77,22352854.518,46425.1,59401.17,0.0564,NA,"PRGX Global, Inc.",23607000,-0.895994,0.187697,0.185827,-0.393443,-0.412076,-0.325638,-0.165414,0.112224,0.03352,-0.073456,NA,"2019-10-30",NA,98.4,0.688802996856301,NA
"150","PSMT",-0.249355,86.6,48.06,1955412170,8680,59.4,59.9,19931858.591,113836.6,102295.13,2.3458,0.7,"PriceSmart, Inc.",30539000,2.977528,-0.319616,-0.319616,-0.249355,0.086728,0.02268,0.240411,0.097532,0.105681,0.003291,0.0109323754490083,"2019-10-29","2019-08-14",27.3,0.888096166999634,NA
"151","PNRG",0.592083,184.2,67.01,230520930,156,120.01,117.18,503976.71,841.2,755.53,7.0971,NA,"PrimeEnergy Resources Corp.",2011000,15.917386,1.365517,2.362745,0.592083,0.625266,-0.344971,-0.143274,0.071308,-0.039306,0.011739,NA,NA,NA,16.15,-0.164328182340342,NA
"152","PRMW",-0.324196,19.58,10.7,502774760,602,13.7,12.99,35785483.768,229870.1,436343.4,-1.4205,NA,"Primo Water Corp.",39218000,0.244015,2.487013,0.309756,-0.324196,-0.088193,-0.16645,0.038898,0.019889,-0.045421,-0.004658,NA,"2019-11-11",NA,-9.02,0.490310661261227,NA
"153","PRIM",-0.165479,25.5,17.8,1074700560,10600,20.64,19.92,44508050.73,163692.8,166674.3,1.6584,0.24,"Primoris Services Corp.",50982000,2.043662,-0.255854,-0.037416,-0.165479,0.095065,-0.077462,0.101934,0.066802,0.106562,0.037912,0.0113851992409867,"2019-11-07","2019-09-27",12.71,0.937600420193178,"2019-09-27"
"154","PVAL",-0.011653,31.47,22.19,NA,NA,25.51,26.1,NA,647.1,1257.03,NA,NA,"Principal Contrarian Value Index ETF",0,0.075362,0.075362,0.075362,-0.011642,0.223065,0.049915,0.039854,0.083013,0.041854,0.029211,NA,NA,NA,NA,0.350540063701413,NA
"155","PFG",-0.000527,61.12,40.42,15869068320,16475,52.54,55.99,277200729.288,1116980.4,1145381.6,5.36,2.15,"Principal Financial Group, Inc.",278796000,1.062635,0.235446,-0.103987,-0.000527,0.283138,0.078235,0.03755,0.056422,0.059568,0.004766,0.0377723120168658,"2019-10-24","2019-09-04",10.62,1.15466443636613,NA
"156","BTEC",-0.089585,37.42,25.02,NA,NA,32.66,33.23,NA,6574,2792.43,NA,NA,"Principal Healthcare Innovators Index ETF",0,0.31098,0.31098,0.247858,-0.089653,0.200583,-0.061034,0.004429,0.009016,0.035503,0.052521,NA,NA,NA,NA,0.921326195791001,NA
"157","PDEV",-0.010748,25.12,23.87,NA,NA,24.38,24.38,NA,100.2,110.07,NA,NA,"Principal International Multi-Factor Core Index ETF",0,NA,NA,NA,-0.010748,-0.010748,-0.010748,-0.010748,0.041056,0.019696,0.022634,NA,NA,NA,NA,0.00879197782914623,NA
"158","GENY",0.021488,39.57,29.83,NA,NA,36.48,38.37,NA,2007.3,1032.53,NA,NA,"Principal Millennials Index ETF",0,0.550398,0.550398,0.392313,0.021544,0.244441,0.062762,0.034406,0.044808,0.06625,0.000567,NA,NA,NA,NA,0.815630416450153,NA
"159","PSET",0.085545,39.31,30.5,NA,NA,35.58,37.99,NA,4280.2,14346.97,NA,NA,"Principal Price Setters Index ETF",0,0.488805,0.488805,0.321387,0.085545,0.239523,0.088927,0.034993,0.027525,0.052297,0.007072,NA,NA,NA,NA,0.381725808450971,NA
"160","PY",-0.039175,34.06,27.02,NA,NA,30.91,31.42,NA,2443.7,2389.23,NA,NA,"Principal Shareholder Yield Index ETF",0,0.293911,0.293911,0.131856,-0.039175,0.166254,0.034639,0.050567,0.065665,0.074617,0.011787,NA,NA,NA,NA,0.48915994950946,NA
"161","PMOM",-0.054108,30.91,23.01,NA,NA,27.34,28.18,NA,494,393.1,NA,NA,"Principal Sustainable Momentum Index ETF",0,0.122653,0.122653,0.122653,-0.053965,0.172363,0.014851,-0.002318,0.015208,0.027359,0.009779,NA,NA,NA,NA,0.458536085752038,NA
"162","PLC",-0.0044,25.07,23.84,NA,NA,24.51,24.51,NA,128.9,89.6,NA,NA,"Principal U.S. Large-Cap Multi-Factor Core Index ETF",0,NA,NA,NA,-0.004096,-0.004096,-0.004096,-0.004096,0.044362,0.022069,-9.6e-05,NA,NA,NA,NA,0.0176530568964746,NA
"163","USMC",0.050375,29.77,23.78,NA,NA,27.87,29.08,NA,16539.5,18698.07,NA,NA,"Principal U.S. Mega-Cap Multi-Factor Index ETF",0,0.146655,0.146655,0.146655,0.050375,0.179297,0.049813,0.02582,0.015895,0.047382,0.003413,NA,NA,NA,NA,0.876573741533553,NA
