"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","nextEarningsDate","peRatio","beta","ttmDividendRate","nextDividendDate","dividendYield","exDividendDate"
"164","IHTA",0.110278,12.3,8.87,NA,NA,9.91,10.3,NA,28624.2,21196.93,NA,"Invesco High Income 2024 Target Term Fund",0,0.007,0.007,0.007,0.110278,0.150943,0.052792,0.000965,-0.002885,0.012695,0.001932,NA,NA,-0.0445110627900236,NA,NA,NA,NA
"165","VLT",0.06094,14.93,12.1,NA,NA,14.1,14.38,NA,7595.2,8722.8,NA,"Invesco High Income Trust II",0,-0.373723,-0.126558,-0.002879,0.06094,0.140489,0.014747,-0.000954,0.022647,-0.002072,0.006267,NA,NA,0.230222190872325,NA,NA,NA,NA
"166","IVR",-0.06016,16.66,13.67,2186298620,NA,15.88,15.94,142399012.756,1362012.2,2085633.2,-1.0103,"Invesco Mortgage Capital, Inc.",142802000,-0.167353,-0.054386,0.022124,-0.06016,0.043626,-0.050837,-0.054355,-0.026081,-0.064753,0.011897,"2019-11-07",-15.15,0.510455066059762,1.74,NA,0.113651208360549,"2019-06-27"
"167","OIA",-0.001284,8.12,6.85,NA,NA,7.6,7.84,NA,60986.1,65008.73,NA,"Invesco Municipal Income Opportunities Trust",0,0.006667,0.077033,-0.045512,-0.001284,0.103546,0.005168,0.022339,-0.007653,-0.006386,-0.021384,NA,NA,0.0131636631545555,NA,NA,NA,NA
"168","VMO",0.050427,12.9,10.89,828530350,NA,12.01,12.63,67413247.21,137570.5,147734.43,0.3795,"Invesco Municipal Opportunity Trust",67415000,-0.289207,-0.044872,-0.087289,0.050427,0.07807,0.038884,0.010691,-0.038341,-0.042089,-0.028458,NA,32.38,-0.00758701426918143,0.6648,NA,0.0540927583401139,NA
"169","VKQ",0.065858,12.97,10.87,680436000,NA,12.04,12.66,52922707.8,180206.8,146486.33,0.4113,"Invesco Municipal Trust",55320000,-0.180082,-0.031426,-0.049051,0.065858,0.088496,0.035354,0.004902,-0.032258,-0.045772,-0.028436,NA,29.91,-0.00485625923116105,0.6528,NA,0.0530731707317073,NA
"170","VPV",0.085714,13.95,11.36,NA,NA,12.5,13.22,NA,57670.3,49001.27,NA,"Invesco Pennsylvania Value Municipal Income Trust",0,-0.210692,-0.109304,0.016194,0.085714,0.095844,0.054694,0.021344,-0.052091,-0.041543,-0.01374,NA,NA,-0.0564243474079689,NA,NA,NA,NA
"171","IVZ",-0.267368,24.88,15.15,8399989200,7459,19.02,17.63,475449526.638,5343254.9,5644835.57,1.4553,"Invesco Ltd.",482758000,1.325806,-0.394457,-0.331376,-0.267368,0.033254,-0.100775,-0.156977,0.13577,-0.024664,0.060329,"2019-10-31",11.96,1.0996665263835,1.21,NA,0.0695402298850575,"2019-08-14"
"172","IQI",0.042194,13,11.03,NA,NA,12.12,12.76,NA,131074,133840.73,NA,"Invesco Quality Municipal Income Trust",0,-0.144176,-0.013104,-0.034455,0.042194,0.079545,0.030025,0.00081,-0.03289,-0.049269,-0.034402,NA,NA,-0.00788104173876046,NA,NA,NA,NA
"173","VVR",-0.032333,4.44,3.72,754350840,NA,4.17,4.2,169810675.344,375782.8,360048.97,0.1418,"Invesco Senior Income Trust",180036000,-0.404664,-0.137177,-0.080508,-0.032333,0.052764,0.002392,0.007212,0.009639,-0.011792,0.007212,NA,29.55,0.210785829015698,0.264,NA,0.0630071599045346,NA
"174","VTN",0.03236,13.88,11.77,254772240,NA,13.07,13.67,18534680.46,38209.8,30348.87,0.4366,"Invesco Trust For Investment Grade New York Municipals",19478000,-0.220299,-0.088625,-0.033309,0.03236,0.07743,-0.014318,-0.01283,-0.050798,-0.050798,-0.031828,NA,29.96,-0.00575554429927266,0.6822,NA,0.0521559633027523,NA
"175","VGM",0.069024,13.27,11.2,688657500,NA,12.35,12.97,54224349.3,157783.1,154110.27,0.3547,"Invesco Trust For Investment Grade Municipals",54225000,-0.227473,-0.060536,-0.06626,0.069024,0.090129,0.040131,0.02008,-0.032012,-0.029052,-0.034221,NA,35.8,-0.0175581153265053,0.6617,NA,0.0521023622047244,NA
"176","IIM",0.060284,15.7,13.09,NA,NA,14.64,15.39,NA,131022.6,123305.47,NA,"Invesco Value Municipal Income Trust",0,-0.009517,-0.037013,-0.020833,0.060284,0.088064,0.021175,-0.014502,-0.031736,-0.027958,-0.036106,NA,NA,0.0114728050263934,NA,NA,NA,NA
"177","IRET",0.280251,72.42,46.3,916233666,435,59.78,65.92,11480513.083,67899.5,67618.13,NA,"Investors Real Estate Trust",11624600,-0.378747,-0.310034,0.023858,0.280251,0.428486,0.227367,0.188104,0.080291,0.109193,-0.010957,"2019-11-12",NA,0.59511567168533,4.9,"2019-09-13",0.0687140653484785,"2019-09-13"
"178","NVTA",0.391528,28.75,9.04,2063394000,788,19.88,24.24,90493722.45,3355059.9,2620394.97,-1.86,"Invitae Corp.",95175000,0.467449,0.467449,1.320965,0.391528,0.916888,-0.075085,0.127405,-0.109651,-0.165191,0.055501,"2019-11-11",-11.66,2.23675260822904,NA,NA,NA,NA
"179","INVH",0.182088,29.33,19.21,14974415850,1231,24.7,28,433723604.736,2873182.7,3107960.6,0.0026,"Invitation Homes, Inc.",537681000,0.2425,0.2425,0.167763,0.182088,0.413706,0.167225,0.019773,0.008693,0.006505,-0.017983,"2019-11-05",10711.54,0.43166223176297,0.48,NA,0.0172351885098743,"2019-08-14"
"180","IO",-0.367333,17.45,4.53,134549220,496,10,8.78,9409286.412,151592,160825.27,-4.0547,"ION Geophysical Corp.",14178000,-0.804103,-0.803599,1.696471,-0.367333,0.644714,-0.382563,0.344193,0.332865,-0.048144,0.012807,"2019-10-28",-2.34,1.99012685023348,NA,NA,NA,NA
"181","IQV",0.195592,164.13,104.9,29800058250,58000,139.78,155.86,179034851.445,1403212.3,1138728.17,1.2461,"IQVIA Holdings, Inc.",196895000,19.317716,1.930729,0.659134,0.195592,0.324031,0.073557,0.071125,0.000926,-0.036478,-0.003424,"2019-10-23",121.46,1.1155622318659,NA,NA,NA,NA
"182","IRM",-0.086957,37.32,29.28,9345332850,28100,33.23,31.3,281317487.345,2706244.1,2254010.8,1.0191,"Iron Mountain, Inc.",287107000,0.815645,0.146332,-0.108883,-0.086957,0.014019,-0.063848,0.025843,0.063378,0.035305,-0.026324,"2019-10-31",31.94,0.572265069200373,2.4205,"2019-09-13",0.0743625192012289,"2019-09-13"
"183","IRS",-0.652934,18.66,4,NA,1771,10.83,8.24,57795265.5,155645.8,181495.27,10.2099,"IRSA Inversiones y Representaciones SA",NA,0.157035,-0.373895,-0.630417,-0.652934,-0.576542,-0.556619,-0.419624,-0.157576,-0.459144,-0.1104,NA,0.54,0.95805311497339,1.36247,NA,0.245048561151079,NA
"184","ICL",-0.158261,6.9,4.42,6196894000,12125,5.33,4.99,691647630.7,173140.4,180271.83,0.3975,"ICL-Israel Chemicals Ltd.",1280350000,0.825,-0.425197,0.196721,-0.158261,-0.134168,-0.091932,-0.078095,-0.014257,-0.10536,0.034188,"2019-11-15",12.18,0.83480103476715,0.200504799094933,"0000-00-00",0.0414266113832506,"2019-09-09"
"185","ITCB",-0.184373,15.94,10.7,NA,9179,12.98,11.63,NA,7838.5,8004.8,0.6617,"Itaú Corpbanca",NA,0.597324,-0.265249,-0.05267,-0.184373,-0.128205,-0.145925,-0.025788,0.049383,0.033884,0.049383,"2019-11-04",17.98,0.382528677941057,NA,NA,NA,NA
"186","ITUB",0.295252,10.8,6.6,NA,NA,9.12,9,4774929057.30384,20415547.8,19293065.4,0.6943,"Itaú Unibanco Holding SA",NA,8.157791,-0.017656,0.034739,0.293966,-0.100927,-0.085864,0.001147,0.004603,-0.02784,-0.005695,"2019-10-30",12.57,0.709879782984619,0.56250837078389,NA,0.0644339485434009,"2019-08-14"
"187","ITT",0.046835,66.88,44.89,5428720000,10000,57.63,59.88,87183184,523545.1,539452.77,3.4372,"ITT, Inc.",8.8e+07,0.139565,0.38743,0.473772,0.046835,0.264917,0.080953,-0.010268,0.1282,0.04083,0.023561,"2019-11-04",17.95,1.28184198699823,0.562,NA,0.00911006646133895,"2019-09-09"
"188","IVH",-0.039161,14.37,11.68,227671800,NA,13.39,13.57,14395684.6,57341,71893.43,0.7056,"Ivy High Income Opportunities Fund",16570000,-0.306,-0.251752,-0.128688,-0.039161,0.124386,0.00807,0.015521,0.020045,-0.004348,0.00807,NA,19.47,0.332409706301919,1.2,NA,0.0873362445414847,NA
"189","JPM",0.059295,120.4,91.11,384434222700,256105,107.53,111.93,3169297730.67,11482507.8,11617185.5,9.8226,"JPMorgan Chase & Co.",3197490000,3.749897,1.129325,0.321355,0.059295,0.210654,0.141352,0.094791,0.147233,0.064642,0.041854,"2019-10-15",12.24,0.931969483465174,3.2,"2019-10-03",0.0266156533311154,"2019-10-03"
"190","JAX",-0.067194,13.4,7.7,173401000,3800,10.16,11.24,12477568.585,110737.1,77102.07,0.4299,"J. Alexander's Holdings, Inc.",14695000,2.501587,0.133607,0.011927,-0.067194,0.418269,0.224066,0.12381,0.040564,0.104869,0,"2019-11-07",27.45,0.519608045451936,NA,NA,NA,NA
"191","JILL",-0.620295,7.51,1.24,102175120,3970,4.17,2.05,14564050.413,643659.2,643774.13,-1.9038,"J.Jill, Inc.",44041000,-0.567589,-0.567589,-0.58717,-0.620295,-0.552987,-0.670922,0.496774,0.423313,0.137255,0.026549,"2019-12-02",-1.22,1.34703883851046,NA,NA,NA,"2019-03-18"
"192","JCP",-0.48672,2.05,0.5301,308333674,95000,1.1682,0.8133,292400187.053,17309503.5,13399234.83,-0.8757,"J. C. Penney Co., Inc.",317837000,-0.933673,-0.850917,-0.76234,-0.48672,-0.149035,-0.475622,-0.133839,0.70193,0.341399,0.143716,"2019-11-15",-1.11,1.52892481651684,NA,NA,NA,NA
"193","SJM",-0.041142,128.43,91.32,12147252480,7400,111.47,111.76,110609338.752,935136.8,1035890.07,4.7084,"The J. M. Smucker Co.",114048000,2.534312,0.269141,-0.008634,-0.041142,0.134533,0.025614,-0.136242,-0.060427,-0.05029,0.013223,"2019-11-21",22.62,0.194773200763576,3.43,NA,0.0322035489625387,"2019-08-15"
"194","JBL",0.066102,32.39,21.49,4809554150,199000,27.76,29.45,144608229.981,1141448.4,979683.33,1.1448,"Jabil, Inc.",152927000,0.730508,0.746294,0.052939,0.066102,0.270194,0.147391,0.188138,0.146137,0.079272,0.018459,"2019-09-24",27.47,1.21511900253455,0.32,NA,0.0101748807631161,"2019-08-14"
"195","JEC",0.203616,93.93,55.17,12358772580,80800,74.89,85.44,134545584.558,1143964.5,1089765.27,-1.758,"Jacobs Engineering Group, Inc.",135498000,2.649763,0.349395,0.407604,0.203616,0.559679,0.248084,0.164879,0.129256,0.144847,-0.009878,"2019-11-21",-51.88,1.09184076980232,0.66,NA,0.00723604867887293,"2019-07-25"
"196","JAG",-0.436323,14.74,5.8,1596261920,94,9.32,7.24,57459880.616,1924492.6,1858801.33,0.501,"Jagged Peak Energy, Inc.",213404000,-0.262387,-0.262387,-0.096581,-0.436323,-0.2,-0.264503,-0.049555,0.234323,0.143731,-0.041026,"2019-11-08",14.93,1.48813537080038,NA,NA,NA,NA
"197","JHX",0.042416,16.3,10,NA,NA,12.88,14.43,NA,8537.4,13725.33,0.5081,"James Hardie Industries Plc",NA,2.774648,0.052136,-0.179424,0.042416,0.51306,0.26324,0.27116,0.072042,0.193525,0.008706,"2019-11-07",31.92,0.841416840009424,NA,NA,NA,"2019-06-05"
"198","JHG",-0.210926,28.48,17.68,4179821070,2301,22.11,20.49,159296603.106,1151813.3,1197703.03,2.1288,"Janus Henderson Group Plc",191647000,-0.267974,-0.267974,-0.267974,-0.210926,0.056174,-0.107245,0.021546,0.225281,0.125387,0.048054,"2019-10-30",10.25,0.898420730150786,1.44,NA,0.0660247592847318,"2019-08-09"
"199","JOF",-0.19285,11.21,7.95,NA,NA,8.69,8.46,NA,117597.6,59626.83,NA,"Japan Smaller Capitalization Fund, Inc.",0,0.371611,-0.017143,-0.226619,-0.19285,0.022646,0.005272,0.02509,0.042527,0.009412,0.034982,NA,NA,0.683588437781477,NA,NA,NA,NA
"200","JBGS",0.053804,43.21,33.3,5790901060,914,39.53,38.89,129430408.968,543184.1,531544.47,0.3502,"JBG SMITH Properties",134127000,0.321481,0.321481,0.321481,0.053804,0.127653,-0.055068,-0.047174,0.014387,0.008058,-0.009704,NA,110.74,0.502002771418883,0.9,NA,0.0232078390923156,"2019-08-12"
"201","JEF",-0.129709,23.77,16.2,6099060990,4700,19.49,19.93,251356613.541,1199175.6,1261995.27,0.3814,"Jefferies Financial Group, Inc.",300003000,0.692308,-0.203271,-0.216092,-0.129709,0.148588,0.044171,0.130701,0.122584,0.007933,0.039898,"2019-11-08",53.3,1.22793868371234,0.425,NA,0.0209050664043286,"2019-08-16"
"202","JELD",-0.263498,26.8,13.28,1947847200,23000,18.79,19.25,66307453.92,379484.5,409188.6,1.054,"JELD-WEN Holding, Inc.",100560000,-0.169602,-0.169602,-0.335478,-0.263498,0.321282,0.039163,-0.068302,0.113218,-0.078497,0.076709,"2019-11-05",18.38,1.05808946559055,NA,NA,NA,NA
"203","JCAP",0.018906,22.2,18.75,443405780,NA,20.77,19.79,21279963.994,164987.2,199975.37,2.249,"Jernigan Capital, Inc.",22237000,0.065977,0.065977,-0.044993,0.018906,0.011156,-0.075568,-0.052732,0.034232,-0.032039,0.031024,"2019-10-30",8.87,0.454283983173183,1.4,"2019-09-30",0.070210631895687,"2019-09-30"
"204","JT",-0.280093,7.97,2.74,NA,1109,4.63,3.5,125340858.885407,281995.6,293553.83,-0.0991,"Jianpu Technology, Inc.",NA,-0.447619,-0.447619,-0.447619,-0.280093,-0.297968,-0.506349,-0.228288,-0.063253,-0.123944,0.079861,"2019-12-10",-31.38,0.918913769725414,NA,NA,NA,NA
"205","JKS",0.574879,24.84,7.11,NA,12565,17.97,20.12,43803689.1271477,1182329.7,837812.23,1.7266,"JinkoSolar Holding Co., Ltd.",NA,0.748411,-0.294872,0.144471,0.574879,0.919529,0.012947,-0.205847,0.083657,-0.017085,-0.004073,"2019-11-21",11.33,1.93760721477307,NA,NA,NA,NA
"206","JMP",-0.323917,5.33,3.49,69373160,226,4.02,3.66,7908250.38,8624.4,15108.73,0.1885,"JMP Group LLC",19324000,-0.680488,-0.40991,-0.293165,-0.323917,-0.153302,-0.12439,-0.081841,0.005602,-0.050265,0.011268,"2019-10-24",19.05,0.243421976641456,NA,NA,NA,"2019-08-15"
"207","JMPB",-0.002738,25.9,24.57,492762000,NA,25.51,25.52,NA,3012.1,3254.57,NA,"JMP Group, Inc.",0,-0.006615,-0.001564,-0.003902,-0.002738,0.023196,-0.001957,-0.007956,-0.003665,0,0.000173,NA,NA,0.0546626265200212,NA,NA,NA,NA
"208","JMPD",0.040175,26.7,19.61,505322600,NA,24.92,25.9,NA,2510.2,2939.6,NA,"JMP Group, Inc.",0,0.010778,0.010778,0.010778,0.03977,0.183258,0.049724,0.031884,0.01202,0.000161,0.005769,NA,NA,0.186929306164303,NA,NA,NA,NA
"209","JBT",-0.055303,127.97,66.27,3553538490,5800,97.64,110.88,30870728.414,196481.2,180364.07,3.8526,"John Bean Technologies Corp.",31663000,7.68365,2.953947,0.261071,-0.055303,0.580927,0.22455,-0.019054,0.115385,0.045459,0.04303,"2019-10-28",29.13,1.17950225188577,0.4,NA,0.00356410941815914,"2019-08-16"
"210","BTO",-0.118608,38.6,25.81,614616400,NA,32.33,31.51,18660907.71,56645,67040.13,-2.8501,"John Hancock Financial Opportunities Fund",18670000,0.220381,0.536856,-0.020656,-0.118608,0.133609,-0.019363,0.048408,0.107672,0.03036,0.034244,NA,-11.55,1.01834183340648,2.0201,NA,0.0613639125151883,NA
"211","HEQ",-0.11622,15.91,11.82,NA,NA,14.1,13.91,NA,42719,37196.67,NA,"John Hancock Hedged Equity & Income Fund",0,-0.273726,-0.20022,-0.142689,-0.11622,0.047691,-0.037552,0.021402,0.017647,-0.010014,-0.002163,NA,NA,0.573366774647602,NA,NA,NA,NA
"212","JHS",0.070948,14.91,12.38,NA,NA,13.89,14.56,NA,19994.3,16342.47,NA,"John Hancock Income Securities Trust",0,-0.079895,-0.042263,-0.024983,0.070948,0.109907,0.050549,0.014144,-0.014433,-0.01848,-0.019152,NA,NA,0.0444744883877998,NA,NA,NA,NA
"213","JHI",0.069221,17.74,13.37,NA,NA,15.92,16.92,NA,16660.4,16254.23,NA,"John Hancock Investors Trust",0,-0.195545,-0.201866,-0.078276,0.069221,0.196404,0.118293,0.071871,0.023063,0.024882,-0.002307,NA,NA,0.151806484436397,NA,NA,NA,NA
"214","HPF",0.051972,23.82,17.26,482689640,NA,21.8,23.16,21281204.956,38402.9,39372.93,0.8827,"John Hancock Preferred Income Fund II",21292000,-0.101215,0.065822,0.016484,0.051972,0.180729,0.034687,0.006661,-0.003516,-0.039814,-0.023686,NA,25.68,0.420013379712657,NA,NA,NA,NA
"215","HPI",0.032706,24.44,17.02,599968450,NA,22.23,23.74,26017260.921,83280.7,71614.4,0.8754,"John Hancock Preferred Income Fund",26029000,-0.068896,0.117505,0.047123,0.032706,0.205544,0.038288,-0.011578,-0.021647,-0.045153,-0.016638,NA,26.33,0.494970970655479,1.68,NA,0.072885032537961,NA
"216","HPS",0.011088,19.61,14.53,604929350,NA,18.44,19.25,31576395.989,67031.7,71332.63,0.7034,"John Hancock Preferred Income Fund III",31589000,-0.236255,0.061462,0.004191,0.011088,0.185025,0.026259,0.005249,0.024612,-0.013395,-0.016436,NA,27.22,0.472115104635424,1.4664,NA,0.0765744125326371,NA
"217","PDT",0.088944,17.94,12.98,NA,NA,16.35,17.21,NA,64579.5,64615.23,NA,"John Hancock Premium Dividend Fund",0,0.678571,0.247788,0.020507,0.088944,0.268345,0.088272,0.047534,0.046291,0.017898,-0.004517,NA,NA,0.384676124197056,NA,NA,NA,NA
"218","HTD",0.1606,27.3,19.53,NA,NA,24.26,25.77,NA,109691,78142.17,NA,"John Hancock Tax-Advantaged Dividend Income Fund",0,0.257,0.219796,-0.017969,0.1606,0.302885,0.115226,0.092742,0.087916,0.059836,0.00259,NA,NA,0.438119351198871,NA,NA,NA,NA
"219","HTY",-0.103723,7.58,6.12,NA,NA,6.84,6.76,NA,43732.3,36214.1,NA,"John Hancock Tax-Advantaged Global Shareholder Yield Fund",0,-0.655446,-0.471927,-0.259574,-0.103723,0.013534,-0.013177,0,0.027439,-0.004431,-0.001481,NA,NA,0.566658077865124,NA,NA,NA,NA
"220","JW.A",-0.175644,61.98,40.66,2618467530,5700,46.88,44.41,43793895.033,262743.3,221419.5,2.5487,"John Wiley & Sons, Inc.",47349000,1.19447,-0.127905,-0.06,-0.175644,-0.026045,0.033891,0.017332,0.124667,0.058918,0.029072,"2019-12-04",18.19,0.85430446446959,1.33,NA,0.0286823377183524,NA
"221","JW.B",-0.193393,61.47,41.18,2550704730,5700,46.83,44.31,924868.32,181.1,205.67,2.5487,"John Wiley & Sons, Inc.",9120000,1.180995,-0.138824,-0.101752,-0.193393,-0.049853,0.009837,-0.012678,0.081916,0.051933,0,"2019-12-04",17.72,0.484968835002794,1.33,NA,0.0294443214522913,NA
"222","JNJ",-0.062442,148.99,121,345150652600,135100,135.26,131.55,2636068975.25,6216307.8,7448325.13,6.1128,"Johnson & Johnson",2639170000,1.432215,0.408086,0.15286,-0.062442,0.023718,-0.052456,-0.066457,0.003992,-0.002213,0.030169,"2019-10-15",21.39,0.576412337465805,3.65,NA,0.0279094662792476,"2019-08-26"
"223","JCI",0.158947,44.5,28.29,35042936280,122000,37.39,42.05,793712958.258,4249650.7,4434572.1,0.6319,"Johnson Controls International Plc",795707000,-0.28393,-0.078741,-0.05783,0.158947,0.443934,0.222994,0.102378,0.060949,0.050322,0.026813,"2019-11-07",69.69,0.803346806470554,1.04,"2019-09-13",0.0236148955495005,"2019-09-13"
"224","JLL",-0.030657,173.32,119.79,7314578340,90000,142.62,138.49,51083753.868,297564.1,315115,10.2554,"Jones Lang LaSalle, Inc.",51522000,10.045388,0.287921,0.236823,-0.030657,0.108015,-0.122179,0.066401,0.086561,-0.008866,0,"2019-10-30",13.84,1.13249413014502,0.84,NA,0.00591674297386772,"2019-05-16"
"225","JMEI",0.061033,2.8,1.74,NA,3005,2.3,2.13,73187255,181448.3,204418.9,0.1712,"Jumei International Holding Ltd.",NA,-0.88627,-0.88627,-0.121406,0.061033,0.195767,-0.046414,-0.103175,0.215054,0.056075,0.170984,NA,13.2,0.588617774612451,NA,NA,NA,NA
"226","JMIA",-0.563629,49.77,9.99,NA,5128,22.85,16.24,76113690.521337,942865.9,1238355.7,NA,"Jumia Technologies AG",NA,0.48154,0.48154,0.48154,-0.563629,-0.563629,-0.563629,-0.541478,-0.132031,-0.290549,0.031569,"2019-11-27",NA,0.151258109558027,NA,NA,NA,NA
"227","JNPR",-0.129171,30.8,22.42,8392954320,9283,26.52,25.21,342137209.392,3363206.6,3115764.03,1.4257,"Juniper Networks, Inc.",345816000,2.33701,0.10377,-0.10692,-0.129171,-0.097434,-0.091011,-0.088964,0.002064,-0.06474,0.010408,"2019-10-24",17.02,1.00154217570352,0.74,NA,0.0304903172641121,"2019-05-31"
"228","JP",-0.780511,11.18,1.45,NA,1926,3.47,2.02,NA,167138.5,118615.83,-2.9394,"Jupai Holdings Ltd.",NA,-0.663357,-0.663357,-0.58324,-0.780511,-0.461717,-0.439614,0.017544,0.208333,0.177665,0.120773,NA,-0.79,1.14996504776177,NA,NA,NA,"2018-04-27"
"229","JE",-0.488055,4.42,1.08,224557500,1581,3.42,2.73,96067045.845,2062192,1533040.5,-1.8279,"Just Energy Group, Inc.",149705000,-0.642648,-0.540676,-0.396382,-0.488055,-0.563953,-0.578652,-0.647059,-0.516129,-0.576271,0.209677,"2019-11-06",-0.82,0.580625433758556,0.377745632113648,NA,0.251830421409099,"2019-06-14"
"230","LRN",0.672103,37.43,16.19,1155433950,4550,29.8,28.93,38180592.48,317356.5,328714.33,0.9489,"K12, Inc.",40245000,0.260285,0.241075,0.552434,0.672103,0.197747,-0.146044,-0.066645,0.026824,0.00843,0.048576,"2019-10-23",30.26,0.257247365701112,NA,NA,NA,NA
"231","KAI",-0.129479,111.85,76.44,1025786000,2500,86.95,85.02,10881371.24,92256.5,68710.17,5.7862,"Kadant, Inc.",11260000,4.646626,1.550291,0.251394,-0.129479,0.110569,0.053057,0.021759,0.116969,0.07645,0.091018,"2019-11-04",15.74,0.960821519475528,0.9,"2019-10-09",0.00987925356750823,"2019-10-09"
"232","KDMN",-0.20904,3.82,1.63,362978000,116,2.38,2.47,114228269.155,670340.6,519581.87,-0.4067,"Kadmon Holdings, Inc.",129635000,-0.758763,-0.758763,-0.158273,-0.20904,0.238938,0.021898,0.666667,0.106719,0.152263,0.115538,"2019-11-07",-6.88,1.20910707570878,NA,NA,NA,NA
"233","KAMN",-0.02246,68.79,51.34,1759128140,5065,59.04,59.55,27347237.148,139304.3,133179.37,1.8822,"Kaman Corp.",27874000,5.184573,0.511419,0.191534,-0.02246,0.131409,0.089418,0.058005,0.137937,0.083062,0.064968,"2019-10-31",33.53,1.01992407768724,0.8,"2019-09-16",0.0126762795119632,"2019-09-16"
"234","KSU",0.135193,133.74,90.54,13297554260,7200,114.45,122.99,99352183.578,948962.3,816684.47,5.61,"Kansas City Southern",99914000,10.034605,0.249221,0.352033,0.135193,0.382466,0.157908,0.138397,0.135968,0.098102,0.009328,"2019-10-21",23.72,0.998557552211005,1.44,NA,0.0108197460365166,"2019-09-06"
"235","KAR",-0.578729,63.88,22.24,3521070500,18400,45.58,25.69,132481812.525,2342570.2,2661441.1,2.0815,"KAR Auction Services, Inc.",133475000,1.233663,0.852825,0.3098,-0.578729,-0.435239,-0.45709,-0.56223,0.0431,-0.002647,-0.035466,"2019-11-11",12.67,0.651869507368386,1.4,"2019-09-19",0.0530705079605762,"2019-09-19"
"236","KMF",-0.151118,13.22,8.57,539490000,NA,11.23,11.02,45064908,174062.4,211068.63,-0.5556,"Kayne Anderson Midstream/Energy Fund, Inc.",4.9e+07,-0.5288,-0.677878,-0.243902,-0.151118,0.116633,-0.050862,-0.026525,0.074146,-0.006766,0.015683,NA,-19.82,1.02560297372105,1.075,NA,0.09763851044505,NA
"237","KYN",-0.191617,18.54,12.25,1875555000,NA,15.32,14.82,124552892.1,385913.1,520418.97,-0.6185,"Kayne Anderson MLP/Midstream Investment Co.",126300000,-0.3724,-0.576175,-0.178104,-0.191617,0.052445,-0.056544,-0.020449,0.063754,0.002701,0.013652,NA,-24.01,0.953664384114317,1.65,NA,0.111111111111111,NA
"238","KB",-0.191814,49.81,30.83,NA,NA,38.59,34.7,389611809.546918,145826.8,149353.57,6.6718,"KB Financial Group, Inc.",NA,0.728537,0.162186,-0.15365,-0.191814,-0.114081,-0.013815,-0.001882,0.204022,0.086015,0.081585,"2019-10-21",5.56,0.680707394404477,NA,NA,NA,NA
"239","KBH",0.170864,30.88,16.82,2666189720,1915,24.37,27.25,85677680.216,1377368.6,1421804.97,2.9594,"KB Home",88226000,0.151807,0.6545,0.286204,0.170864,0.525492,0.277801,0.142101,0.135237,0.164996,0.037775,"2019-09-25",10.21,0.836864919116295,0.1,NA,0.00330906684315023,"2019-07-31"
"240","KBR",0.308629,26.84,13.89,3649287900,25000,21.18,25.44,140016863.37,833305.6,1066992.67,1.3391,"KBR, Inc.",141555000,0.134458,0.004266,0.573529,0.308629,0.640993,0.3633,0.085474,0.049674,0.040355,-0.016031,"2019-11-07",19.25,1.50450950357913,0.32,"2019-09-13",0.0124127230411171,"2019-09-13"
"241","FRAC",-0.51583,13.91,4.69,658444050,2833,8.61,5.72,12506971.455,1997290.2,1647563.73,0.0847,"Keane Group, Inc.",105015000,-0.506697,-0.506697,-0.193962,-0.51583,-0.27093,-0.373,-0.103004,0.251497,0.115658,0.075472,"2019-11-01",74.03,1.48821856805539,NA,NA,NA,NA
"242","K",-0.153528,74.98,51.34,21579037200,34000,58.01,60.58,338330008.944,2106766.7,2375571.97,2.52,"Kellogg Co.",340632000,0.884439,-0.131224,-0.210454,-0.153528,0.118468,0.17729,0.118665,0.029245,-0.000789,-0.012779,"2019-10-29",25.14,0.369477086814086,2.24,NA,0.0353591160220995,"2019-08-30"
"243","KEM",-0.054493,23.13,15.55,1147754280,14350,18.23,18.81,52872130.68,1489114.6,1240607.4,3.6416,"KEMET Corp.",58026000,-0.224777,3.037694,0.377458,-0.054493,0.118146,0.108123,0.194444,0.086813,-0.079143,0.077929,"2019-10-31",5.43,2.06673604739616,0.15,"2019-09-13",0.00758341759352882,"2019-09-13"
"244","KMPR",-0.1137,91.97,61.57,5042392110,8100,79.45,79.84,63805746.249,681883.7,537064.5,5.7693,"Kemper Corp.",66619000,2.840239,1.395417,1.400534,-0.1137,0.147166,-0.055646,-0.128999,0.009335,-0.122943,-0.018033,"2019-11-07",13.12,1.06987504660829,NA,NA,NA,"2019-08-16"
"245","KMT",-0.248784,45.09,27.49,2674242660,10400,35.24,31.84,79232705.618,789963.2,716108.4,2.9364,"Kennametal, Inc.",82462000,1.871301,-0.157531,0.018205,-0.248784,-0.033095,-0.105626,0.009337,0.159871,-0.031362,0.022383,"2019-10-31",11.04,1.59792007782979,0.8,NA,0.0246685168054271,"2019-08-12"
