"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","nextEarningsDate","exDividendDate","peRatio","beta","ttmDividendRate","nextDividendDate","dividendYield"
"464","RFP",-0.646735,14.95,4.17,458971160,7400,7.29,5.47,88477138.488,276014.6,305266.03,2.3996,"Resolute Forest Products, Inc.",89294000,-0.393114,-0.513791,0.50099,-0.646735,-0.364648,-0.354271,-0.160131,0.091295,-0.033835,0.084388,"2019-10-31","2018-12-04",2.14,1.34419611021734,NA,NA,NA
"465","QSR",0.252112,79.46,50.2,20312865330,6000,65.69,74.32,252673189.353,4110634.7,3178232,2.272,"Restaurant Brands International, Inc.",279753000,0.947781,0.947781,0.1473,0.252112,0.412096,0.145449,0.069682,-0.025631,-0.0597,-0.030315,"2019-10-23","2019-09-16",31.96,0.580090523839734,1.91038912435627,"2019-09-16",0.0263102757795933
"466","RPAI",-0.063679,13.33,10.57,2544631050,211,12.04,11.67,212292094.755,1441352.3,1383264.97,0.3097,"Retail Properties of America, Inc.",213655000,0.446857,-0.145172,-0.026154,-0.063679,0.121469,-0.001676,-0.03013,0.045654,-0.008326,0.00337,"2019-10-29","2019-09-25",38.46,0.589993704881184,0.6625,"2019-09-25",0.0556255247691016
"467","RVI",0.181961,38.59,24.5,719022480,NA,32.76,36.82,14893043.66,86787.2,69926.67,0.6613,"Retail Value, Inc.",19052000,0.070794,0.070794,0.070794,0.181961,0.477104,0.20768,0.088235,0.016703,0.012339,0.015608,NA,NA,57.07,0.478596605348725,NA,NA,NA
"468","REVG",-0.319489,16.31,6.41,662515200,7600,11.08,12.55,25966614.528,587607.6,300205.87,-0.402,"REV Group, Inc.",62208000,-0.5032,-0.5032,-0.566946,-0.319489,0.372423,-0.043986,-0.170561,-0.071491,-0.228261,0.18071,NA,"2019-10-29",-26.49,1.35963531459817,0.2,"2019-10-29",0.0187793427230047
"469","REV",-0.138362,29.62,13.58,1060169650,7300,21.93,18.24,6430599.82,152382,172588,-4.1584,"Revlon, Inc.",53035000,-0.072201,-0.204124,0.143704,-0.138362,-0.24079,0.033075,-0.147548,0.19201,0.100771,0.147532,"2019-11-11",NA,-4.81,0.676900976683821,NA,NA,NA
"470","RVLV",-0.247647,48.36,21.09,1761694447,983,31.5,29.32,13525117.177,1050636.8,1444217.6,-0.3886,"Revolve Group, Inc.",13529000,NA,NA,NA,-0.247647,-0.247647,-0.247647,-0.374113,0.07978,-0.23801,0.172856,"2019-11-27",NA,-65.83,0.0981564370232773,NA,NA,NA
"471","REX",0.008734,89.8,61.71,486952340,127,74.97,73.83,5556379.178,48088.2,45027.73,2.8294,"REX American Resources Corp.",6293000,7.569485,0.438499,-0.112699,0.008734,0.14637,-0.034199,0.103537,0.065253,0.053793,0.013623,"2019-11-27",NA,27.35,0.943101619605268,NA,NA,NA
"472","REXR",0.382704,44.91,28.17,4825707500,108,37.09,42.54,108567992.5,575552,584017.37,0.4035,"Rexford Industrial Realty, Inc.",109750000,1.713675,1.660615,0.49941,0.382704,0.528328,0.227869,0.09188,0.010805,0.053678,-0.007001,"2019-11-11","2019-09-27",108.97,0.585120808539985,0.69,"2019-09-27",0.0156925176256539
"473","RXN",-0.076972,32.11,21.38,3046765920,6700,26.92,27.67,104904342.84,861223.5,691210.3,0.6144,"Rexnord Corp.",105864000,0.4385,0.050767,0.203766,-0.076972,0.227292,0.050365,0.014094,0.103951,0.009825,0.032281,"2019-10-30",NA,46.84,1.45792604238489,NA,NA,NA
"474","RH",0.267928,174.41,84.11,3242713880,5200,124.52,137.65,16056989.816,1710204.6,995371.2,7.9842,"RH",18676000,2.37299,0.700162,0.808309,0.267928,0.475944,0.276785,0.534376,0.247342,0.268947,0.131066,"2019-12-02",NA,21.75,1.29060687808785,NA,NA,NA
"475","RNG",0.386587,146.38,64.41,10549568492,1871,110.33,132.49,70294086.72,887713.9,735939.8,-0.3799,"RingCentral, Inc.",71760000,5.651648,7.033179,2.812913,0.386587,0.570141,0.195806,0.087217,-0.082678,-0.093663,-0.033741,"2019-11-11",NA,-334.69,1.85205256768847,NA,NA,NA
"476","RIO",0.153765,64.02,44.62,NA,47458,55.56,54.1,1259628089.37065,2107277.1,2258029.33,7.9311,"Rio Tinto Plc",NA,1.978462,0.055808,0.509748,0.153765,0.158395,-0.03755,-0.09578,0.123515,0.029467,0.046956,NA,NA,6.92,0.780666552450687,3.32,NA,0.0605287146763901
"477","RBA",0.011442,39.95,30.76,4099492530,2200,35.07,37.01,107557267.074,307813.6,401823,1.2042,"Ritchie Bros. Auctioneers, Inc.",107853000,5.462871,0.482449,0.14027,0.011442,0.153566,0.120578,0.060843,-0.02137,0.070101,-0.023883,"2019-11-07","2019-08-27",31.56,0.515020785792869,0.720460947936002,NA,0.0189545106007893
"478","RAD",-0.706391,27.2,5.04,420224860,53100,11.39,7.04,51957817.706,3110718.6,2242434.6,-14.185,"Rite Aid Corp.",53806000,-0.81441,-0.944877,-0.895062,-0.706391,-0.494891,-0.442143,0.138484,0.377425,0.11731,-0.049878,"2019-09-26",NA,-0.55,1.29758541103923,NA,NA,NA
"479","RMM",0.005503,20.8,19.75,NA,NA,20.27,20.27,NA,54007.8,33212.33,NA,"RiverNorth Managed Duration Municipal Income Fund Inc",0,NA,NA,NA,0.005503,0.005503,0.005503,0.005503,-0.006426,-0.012285,-0.002481,NA,NA,NA,-0.0434558408105422,NA,NA,NA
"480","RSF",-0.171592,21.25,18.12,NA,NA,21.03,18.87,NA,4309.8,7108.33,NA,"Rivernorth Marketplace Lending Corp.",0,NA,NA,NA,-0.17135,-0.151896,-0.139464,-0.03628,0.002963,-0.003422,-0.008524,NA,NA,NA,-0.0401822134190647,NA,NA,NA
"481","RMI",0.1005,23.28,18.84,NA,NA,21.07,22.11,NA,19579.7,21034.07,NA,"RiverNorth Opportunistic Municipal Income Fund, Inc.",0,0.0725,0.0725,0.0725,0.1005,0.1005,0.080564,0.024197,-0.017849,-0.011675,-0.018287,NA,NA,NA,-0.00752512143306351,NA,NA,NA
"482","RIV",-0.058065,19.07,14.2,NA,NA,16.83,17.11,NA,36791.1,29713.2,NA,"RiverNorth Opportunities Fund, Inc.",0,-0.130982,-0.130982,-0.137931,-0.058065,0.061818,0.043118,0.030588,0.047221,0.015652,0.02217,NA,NA,NA,0.563687562219082,NA,NA,NA
"483","OPP",0.004028,17.85,14.3,NA,NA,16.87,17.5,NA,70562.4,62149.9,NA,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",0,-0.156156,-0.156156,-0.112632,0.004028,0.073846,0.051211,0.021065,0.011008,-0.01021,-0.005698,NA,NA,NA,0.27196876823105,NA,NA,NA
"484","RLI",0.138005,94.54,64.48,4021872600,912,78.95,90.23,42942895.275,119680.1,113538.3,2.8011,"RLI Corp.",44787000,4.992834,0.928291,0.48702,0.138005,0.324679,0.275931,0.01263,-0.024761,-0.005867,-0.030342,"2019-10-18","2019-08-29",32.06,0.693159591545579,0.89,NA,0.0099109131403118
"485","RLJ",-0.214604,23.3,15.65,3036443760,84,17.89,16.88,169379856,1301666,1355330.83,0.7803,"RLJ Lodging Trust",172134000,0.053167,-0.300263,-0.130313,-0.214604,0.087546,-0.034483,-0.012871,0.088889,0.043787,0.040094,"2019-11-11","2019-09-27",22.61,0.943306667965858,1.32,"2019-09-27",0.0748299319727891
"486","RMG",0.010256,10.05,9.03,283187500,5,9.79,9.84,22500003,17854.5,26321.1,NA,"RMG Acquisition Corp.",2.3e+07,-0.589895,-0.001026,-0.001026,0.010256,0.010256,0.010256,0.007157,0.003055,-0.005051,0,NA,NA,NA,0.0221133357409561,NA,NA,NA
"487","RRTS",-0.55,36.75,7.3,440352900,4600,11.22,9.65,36131858.733,50460.5,40551.63,-70.3192,"Roadrunner Transportation Systems, Inc.",37637000,-0.963607,-0.980672,-0.924525,-0.55,-0.089494,0.130708,0.418182,0.358885,0.238095,0.192661,"2019-11-11",NA,-0.17,1.00960538166015,NA,NA,NA
"488","ROAN",-0.907975,19.05,1,231097500,179,5.23,1.23,153088073.835,683123.5,561970.37,-1.205,"Roan Resources, Inc.",154065000,-0.80354,-0.80354,-0.808621,-0.907975,-0.822485,-0.771689,0.12782,0.376147,0.293103,0.102941,"2019-11-18",NA,-1.24,1.59028099611636,NA,NA,NA
"489","RHI",-0.20348,73.28,51.89,6672762360,212700,59.85,56.56,114244721.751,1113838.6,978286.17,3.8386,"Robert Half International, Inc.",117561000,3.547423,0.346528,0.288132,-0.20348,0.003891,-0.148004,0.021414,0.03125,-0.018503,0.027888,"2019-10-22","2019-08-22",14.79,1.33560707363335,1.18,NA,0.0207892882311487
"490","ROK",-0.129015,198.23,141.46,19511084000,23000,164.89,156.4,116182274.544,893578,850441.83,8.6336,"Rockwell Automation, Inc.",117008000,7.54848,0.481937,0.135016,-0.129015,0.105256,-0.077659,0.069939,0.109374,0.0842,0.029385,"2019-11-06","2019-08-09",19.31,1.20226801651726,3.83,NA,0.0229685157421289
"491","RCI",-0.03131,55.93,48.56,25974516360,26100,52.65,51.68,356293987.432,402005.8,379228.53,3.0532,"Rogers Communications, Inc.",400759000,1.669463,0.256043,0.108402,-0.03131,-0.00821,-0.070526,-0.016476,-0.006851,-0.028528,0.007946,"2019-10-21","2019-09-06",16.62,0.243488696351667,1.48053638100955,NA,0.0291788801933297
"492","ROG",0.02466,206.43,89.21,2699180800,3700,144.45,147.25,18287632,186098.8,172335.67,5.241,"Rogers Corp.",18560000,5.333445,2.110034,0.784826,0.02466,0.454009,-0.080314,-0.075108,0.06324,0.017633,0.052163,"2019-10-31",NA,27.75,1.636320900653,NA,NA,NA
"493","ROL",-0.180934,43.91,31.36,11311366440,13734,37.58,34.36,141137623.878,1387259.8,1349337.2,0.6906,"Rollins, Inc.",327486000,11.463922,1.796302,0.423106,-0.180998,-0.034386,-0.157355,-0.078442,0.045083,0.04635,0.00641,"2019-10-21","2019-08-08",50.01,0.765772135358171,0.39666333644444,NA,0.0114841730296595
"494","ROP",0.154624,385.51,245.59,37393919100,15611,332.76,363.69,102003185.562,490661.8,430493.73,10.8473,"Roper Technologies, Inc.",104002000,23.703448,1.578277,0.621622,0.154624,0.348599,0.084714,-0.006384,0.005988,0.00949,0.007256,"2019-11-04","2019-07-05",33.15,0.99198553823168,1.8,NA,0.00500625782227785
"495","RST",0.150238,26.87,14.43,465306140,1040,20.27,20.37,22919654.442,165528.4,194154.77,-0.6482,"Rosetta Stone, Inc.",24022000,0.046178,1.291194,1.283232,0.150238,0.165463,-0.129438,-0.119545,0.044768,-0.101577,0.052146,"2019-11-05",NA,-29.88,0.700600125550921,NA,NA,NA
"496","RY",-0.000882,81.56,65.76,113802851500,84000,76.31,77.37,1433936012.6,1070897.4,994027.93,6.6386,"Royal Bank of Canada",1434550000,3.101442,0.186857,0.158883,-0.000882,0.151045,0.016791,0.027059,0.055903,0.026129,0.031599,"2019-12-04","2019-10-23",11.95,0.616094630367125,3.02212757068907,"2019-10-23",0.0380956456660667
"497","RBS",-0.215038,7.31,4.33,NA,67000,5.89,5.12,NA,1041840,1198697.67,0.5939,"Royal Bank of Scotland Group Plc",NA,-0.970171,-0.430644,-0.092486,-0.215038,-0.052632,-0.279006,-0.045704,0.173034,0.035714,0.08977,"2019-10-24","2019-08-15",8.79,0.808778089406992,0.610869,NA,0.117024712643678
"498","RCL",-0.108047,133.6,89.48,24063889630,77000,114.16,109.56,170759733.045,1394085.1,1435175.7,8.8394,"Royal Caribbean Cruises Ltd.",209561000,7.805044,1.482129,0.196351,-0.108047,0.174251,-0.029332,-0.060388,0.091747,0.037027,0.038152,"2019-10-28","2019-09-19",12.99,1.25873418757164,2.8,"2019-09-19",0.0243838718105025
"499","RDS.A",-0.122106,70.09,54.56,NA,81000,61.52,59.24,2120437433.955,2886074.1,3104653.1,4.9827,"Royal Dutch Shell Plc",NA,0.049092,-0.201718,0.176762,-0.122106,-0.041625,-0.112654,-0.096154,0.023578,-0.026365,0.010843,"2019-10-31",NA,11.41,0.682004609314686,3.196,NA,0.056198347107438
"500","RDS.B",-0.144097,72.05,54.64,NA,81000,62.54,59.53,1865216347.65,1698975.5,2123023.3,4.9827,"Royal Dutch Shell Plc",NA,0.025137,-0.244529,0.156915,-0.144097,-0.059211,-0.123103,-0.102041,0.029518,-0.030015,0.014724,"2019-10-31",NA,11.48,0.706533515286218,3.76,NA,0.0657342657342657
"501","RGT",-0.019102,10.71,8.29,107650140,NA,9.95,10.16,10105727.646,8774.6,8278.07,0.1023,"Royce Global Value Trust, Inc.",10482000,0.229508,0.165372,0.132674,-0.018443,0.162545,0.004585,-0.001273,0.051883,0.007539,0.024616,NA,NA,100.39,0.669556165858252,NA,NA,NA
"502","RMT",-0.189961,10.35,6.91,NA,NA,8.18,8.02,NA,121609,141217,NA,"Royce Micro-Cap Trust, Inc.",0,0.104651,-0.27665,-0.014977,-0.189961,0.094415,-0.022565,0.027466,0.05243,0.013547,0.030038,NA,NA,NA,0.883004748841454,NA,NA,NA
"503","RVT",-0.127072,16.73,10.94,NA,NA,13.61,13.69,NA,298744,277499.2,NA,"Royce Value Trust, Inc.",0,0.185458,-0.059624,-0.006845,-0.127072,0.184013,0.022286,0.047128,0.070783,0.028944,0.023758,NA,NA,NA,1.00719773821658,NA,NA,NA
"504","RES",-0.620389,17.24,4.88,1214517140,3600,9.16,5.93,56966218.341,2086630.1,2943956.73,0.3188,"RPC, Inc.",214579000,7.462601,-0.532945,-0.411299,-0.620389,-0.452611,-0.448343,-0.206171,-0.072131,-0.020761,0.00177,"2019-10-23","2019-05-09",17.75,1.13843734643216,0.35,NA,0.0618374558303887
"505","RPM",0.034776,69.9,51.95,8990090430,14957,60.36,66.11,127868832.442,525744.1,666018.43,2.0334,"RPM International, Inc.",129671000,4.657699,0.441163,0.172659,0.034776,0.201976,0.189194,0.152618,0.016122,0.047597,0.021963,"2019-10-02","2019-07-15",34.1,0.76872229135406,1.37,NA,0.0197605654117986
"506","RPT",-0.019509,14.42,11.26,1087676210,95,12.41,12.11,78452473.952,580464.4,525751.4,0.148,"RPT Realty",80153000,-0.415567,-0.21755,-0.038922,-0.019509,0.159829,0.16681,0.056854,0.130833,0.089085,0.046261,"2019-10-30","2019-09-19",91.69,0.59440057035931,0.88,"2019-09-19",0.0648489314664702
"507","RTW",-0.685422,4.22,0.96,80289480,5255,2.35,1.62,26519680.52,188413.7,168204.8,-0.1814,"RTW Retailwinds, Inc.",65276000,-0.298883,-0.387805,0.651316,-0.685422,-0.584459,-0.552727,-0.408654,-0.297143,-0.38191,0.217822,"2019-12-02",NA,-6.78,1.05305683091114,NA,NA,NA
"508","RTEC",0.017108,29.57,18.13,776966520,651,23.33,25.01,30168331.104,206222.3,194408.2,0.9064,"Rudolph Technologies, Inc.",31116000,0.910247,1.794311,0.07086,0.017108,0.216862,0.098548,0.043024,0.079084,-0.053808,0.068921,"2019-11-04",NA,27.55,1.14252269437567,NA,NA,NA
"509","RYB",-0.677788,21.26,5.6,NA,5785,7,6.37,21823775.20268,19126.1,17153.57,-0.1039,"RYB Education, Inc.",NA,-0.692664,-0.692664,-0.692664,-0.677788,0.104575,-0.167488,0.062893,0.073016,0.122924,0.035222,"2019-11-27",NA,-65.06,0.68926871026923,NA,NA,NA
"510","R",-0.290353,78.33,44.8,2844355550,39600,56.28,52.09,52722340.855,599770.2,503744.07,6.0233,"Ryder System, Inc.",53335000,2.108029,-0.225912,-0.056991,-0.290353,0.092604,-0.13355,-0.05073,0.119437,0.068952,-0.005223,"2019-10-29","2019-08-16",8.85,1.28412967899292,2.16,NA,0.040502531408213
"511","RYI",-0.12037,11.89,5.99,358948000,4600,7.99,7.63,15956107.632,180051.4,181846.2,3.312,"Ryerson Holding Corp.",37784000,0.743548,0.049515,0.103061,-0.12037,0.426426,0.07832,0.339915,0.319444,0.22739,0.235371,"2019-11-04",NA,2.87,1.35119987643366,NA,NA,NA
"512","RHP",-0.064897,89.5,64.36,4239932060,1113,79.12,78.41,49721974.435,273694.4,320039.67,5.074,"Ryman Hospitality Properties, Inc.",51443000,1.031398,0.758792,0.303069,-0.064897,0.256977,-0.010445,0.019293,0.011537,0.116802,0.024615,"2019-11-11","2019-06-27",16.24,0.841655958036321,3.5,NA,0.0424654210143169
"513","SPGI",0.183203,269.57,156.68,61592241000,21200,213.62,250.32,245989169.4,1380586.8,1366977.33,7.9374,"S&P Global, Inc.",246300000,6.77243,1.886946,0.604632,0.183203,0.472299,0.215584,0.115537,-0.025752,-0.015279,-0.040996,"2019-10-31","2019-08-26",31.51,1.00569217592907,2.14,NA,0.00855760387091614
"514","SBR",0.102808,52.58,30.27,658403220,NA,44.57,44.64,14579345,13927.5,14899.9,3.4497,"Sabine Royalty Trust",14579345,1.214687,-0.131033,0.246053,0.102808,0.129,-0.023356,-0.056809,0.076263,-0.0116,0.017117,NA,"2019-09-13",13.09,0.838003913208199,3.55104,NA,0.0786324180690877
"515","SB",-0.177358,3.05,1.28,220770780,948,1.73,1.97,52889589.918,433977,331719.47,0.1282,"Safe Bulkers, Inc.",101271000,-0.908466,-0.78799,-0.191589,-0.177358,0.117949,0.406452,0.57971,0.191257,0.224719,0.048077,"2019-11-06","2015-08-14",17,1.59682825372978,NA,NA,NA
"516","SFE",0.263317,12.91,7.98,259608210,NA,10.95,11.87,20354832.639,122717.3,81010.27,3.5501,"Safeguard Scientifics, Inc.",20653000,0.404762,-0.414101,-0.016667,0.263317,0.471897,0.153211,0.002392,0.030328,0.112389,0.014528,"2019-10-21",NA,3.54,0.720244532235993,NA,NA,NA
"517","SAFE",0.682145,34.14,16.35,1230710920,NA,24.39,30.55,12466135.008,140738.3,217832.2,0.8841,"Safehold, Inc.",40444000,0.401053,0.401053,0.401053,0.682145,0.659215,0.470759,0.05954,0.054766,-0.092184,0.117928,"2019-10-21","2019-06-27",34.42,0.479904712348396,0.606,NA,0.0199145580019717
"518","SAIL",-0.32849,34.6,16.63,1894754980,1003,24.26,21.51,83953063.893,756637,1174597.6,-0.1024,"SailPoint Technologies Holdings, Inc.",89123000,1.189231,1.189231,1.189231,-0.32849,-0.109342,-0.264105,0.122492,-0.032317,0.012863,-0.061783,"2019-11-11",NA,-207.62,1.70633836940328,NA,NA,NA
"519","CRM",-0.012523,167.56,113.6,119152756440,35000,152.43,151.73,747604490.544,5345845.1,7347955.43,1.2339,"salesforce.com, inc.",778878000,36.790698,2.222288,0.870827,-0.012523,0.128587,-0.055387,0.017899,0.063173,0.049966,0.023004,"2019-11-20",NA,123.98,1.56336005713156,NA,NA,NA
"520","SMM",-0.2002,10.56,6.8,NA,NA,8.54,8.07,NA,108328.4,130658.8,NA,"Salient Midstream & MLP Fund",0,-0.063966,-0.667424,-0.326687,-0.2002,0.05409,-0.115172,-0.043114,0.071046,-0.022032,0.023047,NA,NA,NA,1.03107588480037,NA,NA,NA
"521","SBH",-0.190344,23.61,11.46,1758722370,29970,16.12,12.76,119457510.285,2563154.7,2122226.13,2.1482,"Sally Beauty Holdings, Inc.",120543000,1.103053,-0.337475,-0.16473,-0.190344,-0.15616,-0.1957,0.006901,0.171888,0.116297,0.087183,"2019-11-11",NA,6.79,0.815058911548081,NA,NA,NA
"522","SJT",-0.568138,6.25,2.18,104869791,NA,4.26,2.87,44193807.844056,147306,158555,0.3696,"San Juan Basin Royalty Trust",46608796,-0.706885,-0.773326,-0.405256,-0.568138,-0.556213,-0.613402,-0.466825,-0.06639,-0.326347,-0.025974,NA,"2019-05-30",6.09,0.173266806372243,NA,NA,NA
"523","SD",-0.451163,11.73,4.27,210854200,310,7.45,5.76,34767355.92,249270.3,254413.5,1.3248,"SandRidge Energy, Inc.",35738000,54.666667,54.666667,-0.544214,-0.451163,-0.256927,-0.278729,-0.028007,0.213992,-0.080997,0.07078,"2019-10-30",NA,4.45,1.37327427431262,NA,NA,NA
"524","SDT",-0.599857,1.41,0.451,15685600,6,0.8333,0.5853,20471836,67015.7,81585.03,0.1745,"Sandridge Mississippian Trust I",2.8e+07,-0.957869,-0.868387,-0.378049,-0.599857,-0.316746,-0.445347,-0.012167,0.070719,-0.07405,-0.013732,NA,"2019-08-08",3.21,0.470887155569691,0.1725,NA,0.307925740806855
"525","SDR",-0.611594,1.39,0.42,26652600,NA,0.8448,0.5806,31049881.2,66877.3,109601.7,0.1716,"Sandridge Mississippian Trust II",49725000,-0.953365,-0.883137,-0.364744,-0.611594,-0.373832,-0.488794,-0.016514,0.093431,-0.075862,-0.025632,NA,"2019-08-08",3.12,0.503677768057486,0.171,NA,0.319029850746269
"526","PER",-0.376471,2.85,1.45,83475000,NA,2.04,1.71,39373897.5,110961.4,155101.23,0.4111,"SandRidge Permian Trust",52500000,-0.774226,-0.822884,-0.270968,-0.376471,-0.19697,-0.323404,-0.012422,-0.030547,-0.13587,-0.02454,NA,"2019-08-08",3.87,0.513032031936586,0.41,NA,0.257861635220126
"527","SC",0.223479,27.75,16.1,8978466450,4952,22.08,26.13,99903863.277,861628.9,901043.47,2.6884,"Santander Consumer USA Holdings, Inc.",345991000,-0.143254,-0.020417,0.717582,0.223479,0.451342,0.216596,0.12435,-0.012933,-0.006889,-0.011429,"2019-10-30","2019-08-02",9.65,0.987610934157112,0.8,NA,0.0308285163776493
"528","SAP",-0.006929,140.62,94.81,NA,96498,116.37,124.05,1193597612.8,573447.3,537343.47,2.9873,"SAP SE",NA,5.591241,0.615385,0.223696,-0.006929,0.199435,0.060817,-0.073953,-0.000168,-0.022354,-0.021389,"2019-10-21","0000-00-00",39.82,1.01046176965353,NA,"0000-00-00",NA
"529","SAB",-0.012422,25.99,24.49,221658720,NA,25.63,25.72,NA,6096.5,2848.3,NA,"Saratoga Investment Corp.",0,0.00516,0.00516,-0.024926,-0.012576,-0.002353,-0.002353,0.000787,-0.016622,-0.013885,-0.015861,NA,NA,NA,0.0486080904537568,NA,NA,NA
"530","SAF",0.027479,26.07,23.01,224795400,NA,25.32,25.77,NA,2066.8,5544.2,NA,"Saratoga Investment Corp.",0,0.024721,0.024721,0.024721,0.027479,0.058244,0.027888,0.012162,0.012559,-0.003861,-0.00232,NA,NA,NA,0.0292031052391267,NA,NA,NA
"531","SAR",0.034783,25.8,18.6,217737870,NA,23.61,24.76,5469123.961,87634.6,68466.7,2.9706,"Saratoga Investment Corp.",8713000,-0.752039,0.628827,0.14735,0.034783,0.216058,0.097015,0.046482,0.03564,0.001202,-0.03102,"2019-10-09","2019-09-12",8.41,0.457539209762034,2.1,NA,0.0840336134453782
"532","SSL",-0.500922,39.64,16.92,NA,31270,27.27,20.46,624703629.305,224276.5,218548.13,1.9179,"Sasol Ltd.",NA,1.713312,-0.450559,0.058566,-0.500922,-0.360014,-0.374794,-0.216942,0.072439,-0.085866,0.025433,NA,NA,9.88,1.06952330593296,0.715866,NA,0.0377765699208443
"533","BFS",-0.037672,58.49,45.49,1239700000,65,53.23,52.97,13377651,44516.8,54798.57,1.769,"Saul Centers, Inc.",2.3e+07,1.38811,0.19787,-0.038139,-0.037672,0.174548,0.064376,-0.055877,0.050682,0.006724,0.037536,NA,"2019-07-16",30.47,0.782790867726652,2.11,NA,0.0391465677179963
"534","SLB",-0.387732,63.65,31.03,51627763300,1e+05,40.23,36.38,1380740480.59,12948737.9,11636525.27,1.51,"Schlumberger NV",1383010000,1.128516,-0.59521,-0.428967,-0.387732,0.003495,-0.139068,0.018276,0.140892,-0.002405,0.030362,"2019-10-18","2019-09-03",24.72,1.06735323897208,2,NA,0.0535762121618002
"535","SNDR",-0.139357,26.88,16.58,3981533960,19400,20.01,19.33,49685065.395,955278.1,834082.23,1.2818,"Schneider National, Inc.",94085000,0.074737,0.074737,0.085016,-0.139357,0.183781,0.026016,0.276547,0.192573,0.158166,-0.015331,"2019-11-05","2019-09-12",17.54,1.26790866006021,0.24,NA,0.0106761565836299
"536","SWM",-0.116386,42.32,24.35,1132956320,3500,33.13,33.93,30562106.928,112993.2,127182.13,2.7939,"Schweitzer-Mauduit International, Inc.",30896000,1.831431,-0.243135,-0.188475,-0.116386,0.424631,-0.03829,0.116286,0.048913,0.096263,0.047116,"2019-11-06","2019-08-22",13.13,0.902561026244566,1.75,NA,0.0477229342787019
"537","SAIC",0.080128,92.49,58.18,4985957125,23000,76.35,84.94,50728104.268,620467.1,407387.4,2.8344,"Science Applications International Corp.",59180500,1.431117,1.015032,0.038603,0.080128,0.329913,0.146883,-0.024433,0.010192,0.019729,0.018866,"2019-12-05","2019-07-11",29.72,1.0935750775496,1.36,NA,0.0161424332344214
"538","SALT",0.075969,7.46,3.57,503066720,6,5.13,6.04,58510501.4,337377.9,309787.3,0.3538,"Scorpio Bulkers, Inc.",72488000,-0.953158,-0.947585,-0.172093,0.075969,0.217544,0.64455,0.599078,0.226148,0.213287,0.049924,"2019-10-21","2019-08-14",19.62,1.45681958209272,0.08,NA,0.0115273775216138
"539","SBNA",0.032454,25.75,22.93,1319455250,NA,25.15,25.46,NA,2776.2,5156.97,NA,"Scorpio Tankers, Inc.",0,0.031156,0.031156,0.054251,0.032454,0.043033,0.01354,0.00872,0.003153,0.001484,0.000236,NA,NA,NA,0.078502198613739,NA,NA,NA
"540","STNG",0.754396,32.49,14.75,1655410850,21,23.16,27.08,41081200.325,595788,533080.67,-3.01,"Scorpio Tankers, Inc.",51845000,-0.780096,-0.691741,-0.360648,0.754396,0.707487,0.668234,0.259566,0.337662,0.261557,0.03568,"2019-10-30","2019-09-09",-10.61,1.44883410732088,0.4,NA,0.0125274036955841
"541","SMG",0.291397,114.62,57.96,5656809210,5150,86.59,105.78,39775865.337,494627.4,552439,6.6605,"Scotts Miracle-Gro Co.",55497000,2.548005,0.511465,0.037624,0.291397,0.63297,0.242897,0.052235,-0.083033,-0.073448,-0.057426,"2019-11-06","2019-08-26",15.3,0.85434292782611,2.2,NA,0.0215834396154223
"542","KTF",0.068998,11.86,10.08,NA,NA,11.06,11.56,NA,89255.5,78214.77,NA,"DWS Municipal Income Trust",0,-0.039417,-0.157143,-0.16468,0.068998,0.072038,0.046253,0.009821,-0.032506,-0.021626,-0.037447,NA,NA,NA,-0.026335931775092,NA,NA,NA
"543","KSM",0.089202,12.68,10.03,NA,NA,11.39,12.07,NA,26298.6,32464.53,NA,"DWS Strategic Municipal Income Trust",0,-0.05298,-0.130699,-0.109728,0.089202,0.095373,0.039427,-0.014444,-0.059968,-0.058442,-0.046053,NA,NA,NA,0.0110635021708139,NA,NA,NA
"544","SRL",-0.055686,15.56,11.34,150921400,230,13.1,13.19,8810199.68,9295.7,6993.23,-2.9602,"Scully Royalty Ltd.",12535000,NA,NA,NA,-0.05498,-0.05498,-0.05498,0.004921,-0.018811,-0.073154,0.040591,NA,NA,-4.07,-0.0223646352236883,NA,NA,NA
"545","SE",1.271596,38,10.51,NA,22600,24.27,33.94,292692217.015616,4040082.4,4338401.47,-3.9508,"Sea Ltd. (Singapore)",NA,0.5492,0.5492,0.5492,1.271596,1.808145,0.281173,0.03606,-0.123941,-0.177141,0.032956,"2019-11-20","2017-02-13",-7.85,1.38525704382284,NA,NA,NA
"546","SA",0.213636,16.55,10.65,840475950,NA,13.07,14.35,49587892.179,560820.7,576078,-0.1608,"Seabridge Gold, Inc.",62957000,2.382609,0.5,0.122115,0.213636,-0.002987,0.007547,0.025346,0.003005,-0.067737,-0.036797,"2019-11-14",NA,-83.02,-0.437265676737016,NA,NA,NA
